,SampleID,Tissue,Factor,Condition,bamReads,ControlID,bamControl,PeakCaller,Peaks
73,diff_31_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,diff_31_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,H3K27ac,diff_31_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,NA,diff_31_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,NA,bed,diff_31_AF_RA_vs_33_SR_RA_c2.0_cond1.bed
74,diff_31_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,diff_31_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,H3K27ac,diff_31_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,NA,diff_31_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,NA,bed,diff_31_AF_RA_vs_45_SR_LA_c2.0_cond1.bed
75,diff_313_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,diff_313_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed
76,diff_313_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,diff_313_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_LA_vs_20_SR_LA_c2.0_cond1.bed
77,diff_313_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,diff_313_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_LA_vs_27_SR_LA_c2.0_cond1.bed
78,diff_313_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,diff_313_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_LA_vs_45_SR_LA_c2.0_cond1.bed
79,diff_313_AF_RA_vs_12b_SR_LA_c2.0_cond1.bed,diff_313_AF_RA_vs_12b_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_12b_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_12b_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_12b_SR_LA_c2.0_cond1.bed
80,diff_313_AF_RA_vs_12b_SR_RA_c2.0_cond1.bed,diff_313_AF_RA_vs_12b_SR_RA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_12b_SR_RA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_12b_SR_RA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_12b_SR_RA_c2.0_cond1.bed
81,diff_313_AF_RA_vs_20_SR_LA_c2.0_cond1.bed,diff_313_AF_RA_vs_20_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_20_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_20_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_20_SR_LA_c2.0_cond1.bed
82,diff_313_AF_RA_vs_20_SR_RA_c2.0_cond1.bed,diff_313_AF_RA_vs_20_SR_RA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_20_SR_RA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_20_SR_RA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_20_SR_RA_c2.0_cond1.bed
83,diff_313_AF_RA_vs_27_SR_LA_c2.0_cond1.bed,diff_313_AF_RA_vs_27_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_27_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_27_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_27_SR_LA_c2.0_cond1.bed
84,diff_313_AF_RA_vs_27_SR_RA_c2.0_cond1.bed,diff_313_AF_RA_vs_27_SR_RA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_27_SR_RA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_27_SR_RA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_27_SR_RA_c2.0_cond1.bed
85,diff_313_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,diff_313_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_33_SR_RA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_33_SR_RA_c2.0_cond1.bed
86,diff_313_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,diff_313_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,H3K27ac,diff_313_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,NA,diff_313_AF_RA_vs_45_SR_LA_c2.0_cond1.bed,NA,bed,diff_313_AF_RA_vs_45_SR_LA_c2.0_cond1.bed
87,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_2231_AF_LA_c2.0_cond2.bed
88,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_25_AF_LA_c2.0_cond2.bed
89,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_28_AF_LA_c2.0_cond2.bed
90,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_31_AF_LA_c2.0_cond2.bed
91,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_313_AF_LA_c2.0_cond2.bed
92,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,H3K27ac,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed,NA,bed,diff_33_SR_RA_vs_47_AF_LA_c2.0_cond2.bed
93,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_12b_SR_LA_c2.0_cond1.bed
94,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_20_SR_LA_c2.0_cond1.bed
95,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_27_SR_LA_c2.0_cond1.bed
96,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,H3K27ac,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed,NA,bed,diff_47_AF_LA_vs_45_SR_LA_c2.0_cond1.bed
